chr21	23848825	23849825	0
chr21	34083719	34084719	0
chr21	47128980	47129980	0
chr21	18761333	18762333	0
chr21	32019762	32020762	0
chr21	40496440	40497440	0
chr21	27424272	27425272	0
chr21	46798029	46799029	0
chr21	43964580	43965580	0
chr21	25294288	25295288	0
chr21	45406129	45407129	0
chr21	30277159	30278159	0
chr21	39968999	39969999	0
chr21	38188833	38189833	0
chr21	16652047	16653047	0
chr21	37918019	37919019	0
chr21	33544785	33545785	0
chr21	37506998	37507998	0
chr21	25400328	25401328	0
chr21	27777545	27778545	0
chr21	32770167	32771167	1
chr21	43372461	43373461	0
chr21	40247428	40248428	0
chr21	47740164	47741164	0
chr21	44807037	44808037	0
chr21	17379763	17380763	0
chr21	47599819	47600819	0
chr21	33092074	33093074	0
chr21	18123323	18124323	0
chr21	46455296	46456296	0
chr21	27926188	27927188	0
chr21	17213561	17214561	0
chr21	17652453	17653453	0
chr21	40481672	40482672	0
chr21	35748011	35749011	0
chr21	15595502	15596502	0
chr21	45431582	45432582	1
chr21	30162489	30163489	0
chr21	38157335	38158335	0
chr21	30204217	30205217	0
chr21	17364482	17365482	0
chr21	47334093	47335093	0
chr21	47483161	47484161	0
chr21	33201065	33202065	0
chr21	18416645	18417645	0
chr21	38907610	38908610	0
chr21	32458249	32459249	0
chr21	27579557	27580557	0
chr21	39614010	39615010	0
chr21	17179798	17180798	0
chr21	39413601	39414601	0
chr21	36067436	36068436	1
chr21	22375658	22376658	0
chr21	44778893	44779893	0
chr21	33293230	33294230	0
chr21	15898959	15899959	0
chr21	36630436	36631436	0
chr21	18642664	18643664	0
chr21	43581507	43582507	0
chr21	17760047	17761047	0
chr21	39200203	39201203	0
chr21	32360121	32361121	0
chr21	38621068	38622068	0
chr21	38549871	38550871	0
chr21	16328809	16329809	0
chr21	46510624	46511624	0
chr21	39205986	39206986	0
chr21	43837260	43838260	1
chr21	21160237	21161237	0
chr21	34411667	34412667	0
chr21	46963940	46964940	0
chr21	32556646	32557646	0
chr21	46235893	46236893	0
chr21	43825103	43826103	0
chr21	22773277	22774277	0
chr21	37674002	37675002	0
chr21	29143127	29144127	0
chr21	29351533	29352533	0
chr21	44763375	44764375	0
chr21	47777168	47778168	0
chr21	19870831	19871831	0
chr21	40932499	40933499	0
chr21	38574721	38575721	0
chr21	38413846	38414846	0
chr21	17684499	17685499	0
chr21	32727143	32728143	1
chr21	44589270	44590270	0
chr21	43471807	43472807	0
chr21	46960664	46961664	0
chr21	33339947	33340947	0
chr21	35214304	35215304	0
chr21	39898647	39899647	0
chr21	30146073	30147073	0
chr21	30807939	30808939	0
chr21	27970731	27971731	0
chr21	31693663	31694663	0
chr21	36191823	36192823	0
chr21	26311098	26312098	0
chr21	43613474	43614474	0
chr21	38082683	38083683	0
chr21	21702192	21703192	0
chr21	35393641	35394641	0
chr21	40486721	40487721	0
chr21	34525982	34526982	0
chr21	47819357	47820357	0
chr21	43591572	43592572	0
chr21	20357877	20358877	0
chr21	16771128	16772128	0
chr21	25152117	25153117	0
chr21	42851323	42852323	0
chr21	45027838	45028838	0
chr21	44292950	44293950	0
chr21	35486200	35487200	0
chr21	38927961	38928961	0
chr21	41673131	41674131	0
chr21	43646462	43647462	0
chr21	37449471	37450471	0
chr21	40302992	40303992	0
chr21	17922786	17923786	0
chr21	35849444	35850444	0
chr21	43509140	43510140	0
chr21	36280489	36281489	0
chr21	27911961	27912961	0
chr21	18875883	18876883	0
chr21	38905678	38906678	0
chr21	43693078	43694078	0
chr21	28747157	28748157	0
chr21	30670895	30671895	1
chr21	46419618	46420618	0
chr21	17150163	17151163	0
chr21	36850853	36851853	0
chr21	17840135	17841135	0
chr21	36453351	36454351	0
chr21	44840334	44841334	0
chr21	42661175	42662175	0
chr21	45799588	45800588	0
chr21	32553259	32554259	0
chr21	30594240	30595240	0
chr21	37406145	37407145	0
chr21	45714479	45715479	0
chr21	39248994	39249994	0
chr21	42347590	42348590	0
chr21	32477282	32478282	0
chr21	26980305	26981305	1
chr21	16936451	16937451	0
